project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"IMPIANTO FOTOVOLTAICO, FREA E FREA, BALDISSERO D'ALBA",FREA E FREA,Piemonte,,BALDISSERO D'ALBA,Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T15:19:03.827478
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, della potenza di 34,095 MWp, e delle relative opere di connessione alla Stazione di connessione elettrica SE, da realizzarsi nel Comune di Cellino San Marco (BR)",Ambra Solare 22 S.r.l.,Puglia,BR,Cellino San Marco,Valutazione Impatto Ambientale (PNIEC-PNRR),34.095,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5883,2026-04-26T15:23:27.201855
Determinazione del Dirigente Sezione Transizione Energetica n. 64 del 25 Febbraio 2026,GRV Solar Salento 1 S.r.l,Puglia,LE,Veglie,Autorizzazione Unica,70.0,Autorizzazione Unica - Pubblicato 13 Marzo 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64053,2026-04-26T15:16:59.785612
Determinazione del Dirigente Sezione Transizione Energetica n. 13 del 15 Gennaio 2026,Solar Energy AEPV10 S.r.l,Puglia,BR,Brindisi,Autorizzazione Unica,6.6,Autorizzazione Unica - Pubblicato 13 Febbraio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63970,2026-04-26T15:16:59.790428
Determinazione del Dirigente Sezione Transizione Energetica n. 4 del 15 Gennaio 2026,EG Origine S.r.l,Puglia,FG,Biccari,Autorizzazione Unica,30.0,Autorizzazione Unica - Pubblicato 09 Febbraio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63967,2026-04-26T15:16:59.795698
Determinazione del Dirigente Sezione Transizione Energetica n. 2 del 12 Gennaio 2026,TS Energy 5 S.r.l,Puglia,FG,"Stornara, Ordona",Autorizzazione Unica,81.0,Autorizzazione Unica - Pubblicato 02 Febbraio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63934,2026-04-26T15:16:59.800479
Determinazione del Dirigente Sezione Transizione Energetica n. 329 del 30 Dicembre 2025,Dalia Sole Srl,Puglia,FG,Troia,Autorizzazione Unica,15.66,Autorizzazione Unica - Pubblicato 02 Febbraio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63933,2026-04-26T15:16:59.805445
Determinazione del Dirigente Sezione Transizione Energetica n. 330 del 30 Dicembre 2025,Trina Atena Solar S.r.l,Puglia,TA,"Grottaglie, Taranto",Autorizzazione Unica,10.275,Autorizzazione Unica - Pubblicato 23 Gennaio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63850,2026-04-26T15:16:59.814521
Determinazione del Dirigente Sezione Transizione Energetica n. 310 del 9 Dicembre 2025,Fotolivo 2 S.r.l,Puglia,FG,Apricena,Autorizzazione Unica,10.0,Autorizzazione Unica - Pubblicato 16 Gennaio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63829,2026-04-26T15:16:59.819971
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto per la realizzazione di un impianto agrivoltaico della potenza nominale pari a 49,75 MW, e delle rispettive opere di connessione alla RTN, da realizzarsi nel Comune di Aidone (EN), in località ""Casalgis",TEP RENEWABLES (Aidone PV) S.r.l.,Sicilia,EN,Aidone,Valutazione Impatto Ambientale (PNIEC-PNRR),49.75,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5890,2026-04-26T15:23:27.206035
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, della potenza di 49,49 MW e delle relative opere di connessione alla RTN, da realizzarsi nel comune di Partanna (TP), C/da La Piana/Biggini.",AP GREEN ONE S.R.L.,Sicilia,TP,Partanna,Valutazione Impatto Ambientale (PNIEC-PNRR),49.49,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5851,2026-04-26T15:23:27.246147
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, della potenza di 35,42 MW e delle relative opere di connessione alla RTN, da realizzarsi nel comune di Regalbuto (EN), Loc. Sparagnogna.",FLYNIS PV 6 S.r.l.,Sicilia,EN,Regalbuto,Valutazione Impatto Ambientale (PNIEC-PNRR),35.42,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5843,2026-04-26T15:23:27.249820
Impianto FER agrivoltaico - Comune di Gravina in Puglia (BA) - 35.09 MW,,Puglia,BA,Gravina in Puglia,Puglia VIA FER - agrivoltaico,35.09,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.510538
Impianto FER fotovoltaico - Comune di Galatina (LE) - 19.65 MW,,Puglia,LE,Galatina,Puglia VIA FER - fotovoltaico,19.65,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.518251
Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,INE VACCARELLA S.r.l,Puglia,FG,"Lucera, Foggia",Autorizzazione Unica,44.48912,Autorizzazione Unica - Pubblicato 09 Gennaio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809,2026-04-26T15:16:59.824025
Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,HEPV06 S.r.l,Puglia,LE,"Veglie, Salice Salentino",Autorizzazione Unica,66.0,Autorizzazione Unica - Pubblicato 09 Gennaio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,2026-04-26T15:16:59.828668
Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,LIGHTSOURCE RENEWABLE ENERGY ITALY SPV 10 S.r.l,Puglia,BR,Brindisi,Autorizzazione Unica,27.1,Autorizzazione Unica - Pubblicato 09 Gennaio 2026,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807,2026-04-26T15:16:59.835845
Determinazione del Dirigente Sezione Transizione Energetica n. 282 del 21 Novembre 2025,MAFRA Solar Srl,Puglia,FG,Cerignola,Autorizzazione Unica,120.046,Autorizzazione Unica - Pubblicato 18 Dicembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63780,2026-04-26T15:16:59.840643
Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,Macchia Rotonda Solar S.r.l. a socio unico,Puglia,FG,"Manfredonia, Foggia",Autorizzazione Unica,6.6,Autorizzazione Unica - Pubblicato 18 Dicembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779,2026-04-26T15:16:59.844982
Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,,Puglia,,Gioia Del Colle,Autorizzazione Unica,8.5,Autorizzazione Unica - Pubblicato 18 Dicembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777,2026-04-26T15:16:59.854726
Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Masseria Ciminiera S.r.l,Puglia,,,Autorizzazione Unica,75.16,Autorizzazione Unica - Pubblicato 12 Dicembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,2026-04-26T15:16:59.861471
Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,Fotolivo 1 S.r.l,Puglia,FG,,Autorizzazione Unica,41.0375,Autorizzazione Unica - Pubblicato 18 Dicembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778,2026-04-26T15:16:59.849518
Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Belenos S.r.l,Puglia,FG,"Orta Nova, Cerignola",Autorizzazione Unica,65.06,Autorizzazione Unica - Pubblicato 05 Dicembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,2026-04-26T15:16:59.866355
Terna Econnextion - Sicilia - Solare - STMD/Contratti,Terna - Econnextion,Sicilia,,,Richieste di connessione Terna - dato aggregato,4169.9936,STMD/Contratti,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:30.922650
Terna Econnextion - Sardegna - Solare - Progetti in valutazione,Terna - Econnextion,Sardegna,,,Richieste di connessione Terna - dato aggregato,3155.77324,Progetti in valutazione,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:30.924067
Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,HEPV17 S.r.l,Puglia,BR,,Autorizzazione Unica,40.0,Autorizzazione Unica - Pubblicato 28 Novembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747,2026-04-26T15:16:59.871296
Determinazione del Dirigente Sezione Transizione Energetica n. 255 del 17 Ottobre 2025,Lecce S.r.l,Puglia,LE,"Lecce, Surbo",Autorizzazione Unica,48.733,Autorizzazione Unica - Pubblicato 17 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63694,2026-04-26T15:16:59.876722
Determinazione del Dirigente Sezione Transizione Energetica n. 248 del 9 Ottobre 2025,EG Vita S.r.l,Puglia,FG,Troia,Autorizzazione Unica,68.58,Autorizzazione Unica - Pubblicato 07 Novembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63655,2026-04-26T15:16:59.881293
Determinazione del Dirigente Sezione Transizione Energetica n. 253 del 13 Ottobre 2025,San Giovanni in Fonte S.r.l,Puglia,FG,Cerignola,Autorizzazione Unica,99.42,Autorizzazione Unica - Pubblicato 31 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63632,2026-04-26T15:16:59.886473
Determinazione del Dirigente Sezione Transizione Energetica n. 244 dell'8 Ottobre 2025,Apollo Brindisi-Gentile S.r.l,Puglia,BR,Brindisi,Autorizzazione Unica,5.6252,Autorizzazione Unica - Pubblicato 31 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63629,2026-04-26T15:16:59.892566
"PROGETTO PER LA COSTRUZIONE DI UN IMPIANTO FOTOVOLTAICO AVENTE POTENZA DI PICCO PARI A 999,6 KW E POTENZA DI IMMISSIONE DI 875 KW E OPERE CONNESSE DENOMINATO SPOTO - MUSSOMELI RICADENTE NEL FG.23 PARTICELLE 96 E 100 DA REALIZZARE IN CONTRADA MANDRAROSSA D",EUROSUN SICILY 3 SRL,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),0.9996,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=211&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.202614
Determinazione del Dirigente Sezione Transizione Energetica n. 232 del 25 Settembre 2025,Fotovoltaico Cinque s.r.l,Puglia,BA,"Altamura, Gravina In Puglia",Autorizzazione Unica,9.716,Autorizzazione Unica - Pubblicato 24 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63616,2026-04-26T15:16:59.898007
Terna Econnextion - Emilia-Romagna - Solare - Progetti in valutazione,Terna - Econnextion,Emilia-Romagna,,,Richieste di connessione Terna - dato aggregato,1465.234,Progetti in valutazione,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:30.948813
Terna Econnextion - Lazio - Solare - STMD/Contratti,Terna - Econnextion,Lazio,,,Richieste di connessione Terna - dato aggregato,1295.59196,STMD/Contratti,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:30.955021
Impianto FER agrivoltaico - Comune di Castelluccio dei Sauri (FG) - 40.17 MW,,Puglia,FG,Castelluccio dei Sauri,Puglia VIA FER - agrivoltaico,40.17,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.222195
"Progetto di realizzazione di un nuovo parco fotovoltaico a terra di potenza nominale pari a 37.178 MW su una superficie totale di circa 40 ettari localizzati nel territorio comunale di Coniolo, in provincia di Alessandria.",CONER S.R.L.,Piemonte,AL,ALESSANDRIA,Verifica di Assoggettabilità a VIA,37.178,Verifica di Assoggettabilità a VIA,mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11987,2026-04-26T15:20:04.666329
Determinazione del Dirigente Sezione Transizione Energetica n. 222 del 17 Settembre 2025,Grupotec Solar Italia10 S.r.l,Puglia,BA,Casamassima,Autorizzazione Unica,6.0,Autorizzazione Unica - Pubblicato 24 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63615,2026-04-26T15:16:59.903779
Determinazione del Dirigente Sezione Transizione Energetica n. 209 dell'8 Agosto 2025,Nuova FIT 2 S.r.l,Puglia,BA,"Bitonto, Modugno",Autorizzazione Unica,5.0112,Autorizzazione Unica - Pubblicato 17 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63602,2026-04-26T15:16:59.917856
Determinazione del Dirigente Sezione Transizione Energetica n. 201 del 28 Luglio 2025,,Puglia,FG,Manfredonia,Autorizzazione Unica,63.004,Autorizzazione Unica - Pubblicato 17 Ottobre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63601,2026-04-26T15:16:59.922468
Determinazione del Dirigente Sezione Transizione Energetica n. 216 dell'8 Settembre 2025,Luminora Ascoli S.r.l,Puglia,FG,Deliceto,Autorizzazione Unica,40.0,Autorizzazione Unica - Pubblicato 26 Settembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63522,2026-04-26T15:16:59.927498
Determinazione del Dirigente Sezione Transizione Energetica n. 213 del 29 Agosto 2025,Renantis Italia S.r.l,Puglia,FG,Apricena,Autorizzazione Unica,10.0,Autorizzazione Unica - Pubblicato 12 Settembre 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63489,2026-04-26T15:16:59.933286
Determinazione del Dirigente Sezione Transizione Energetica n. 210 del 11 agosto 2025,Renantis Italia S.r.l,Puglia,FG,,Autorizzazione Unica,41.0375,Autorizzazione Unica - Pubblicato 11 Agosto 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63473,2026-04-26T15:16:59.945466
Determinazione del Dirigente Sezione Transizione Energetica n. 200 del 25 Luglio 2025,Iberdrola Renovables Italia S.P.A,Puglia,FG,San Marco In Lamis,Autorizzazione Unica,46.28988,Autorizzazione Unica - Pubblicato 13 Agosto 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63452,2026-04-26T15:16:59.958514
Determinazione del Dirigente Sezione Transizione Energetica n. 199 del 25 luglio 2025,Solar Energy Ventuno S.r.l,Puglia,BT,"Minervino Murge, Venosa",Autorizzazione Unica,87.87,Autorizzazione Unica - Pubblicato 25 Luglio 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63472,2026-04-26T15:16:59.949812
Determinazione del Dirigente Sezione Transizione Energetica n. 202 del 29 Luglio 2025,TEP RENEWABLES (FOGGIA 4 PV) S.r.l,Puglia,FG,Foggia,Autorizzazione Unica,90.0,Autorizzazione Unica - Pubblicato 13 Agosto 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63453,2026-04-26T15:16:59.954412
Terna Econnextion - Friuli-Venezia Giulia - Solare - STMG da accettare,Terna - Econnextion,Friuli-Venezia Giulia,,,Richieste di connessione Terna - dato aggregato,116.872,STMG da accettare,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:31.031158
Terna Econnextion - Veneto - Solare - STMD/Contratti,Terna - Econnextion,Veneto,,,Richieste di connessione Terna - dato aggregato,90.0,STMD/Contratti,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:31.032731
"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto per la realizzazione di un impianto agrivoltaico, denominato ""Raddusa"", e delle relative opere di connessione alla RTN, della potenza di 58,95 MW, integrato ad un sistema di accumulo da 20 MW, da realiz",Fri-el Solar S.r.l.,Sicilia,CT,Raddusa,Valutazione Impatto Ambientale (PNIEC-PNRR),58.95,positivo,mase_provvedimenti,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5950,2026-04-26T15:23:27.024474
Terna Econnextion - Piemonte - Solare - Progetti in valutazione,Terna - Econnextion,Piemonte,,,Richieste di connessione Terna - dato aggregato,493.94003,Progetti in valutazione,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:30.992538
Terna Econnextion - Campania - Solare - Progetti in valutazione,Terna - Econnextion,Campania,,,Richieste di connessione Terna - dato aggregato,467.702,Progetti in valutazione,terna_econnextion,https://dati.terna.it/download-center,2026-04-26T15:23:30.997259
"[ID 2588] - Verifica di assoggettabilita' a VIA, relativamente al progetto impianto agrivoltaico denominato ""Ponsacco” di potenza pari a 50,8 MWp e relative opere di connessione alla rete elettrica nazionale, sito nei Comuni di Ponsacco (PI) e Pontedera (PI). Proponente: Apollo Solar7 S.r.l. [GEA 14075]",APOLLO SOLAR 7 SRL,Toscana,PI,"PONSACCO, PONTEDERA",Verifica di Assoggettabilità a VIA,50.8,Consultazione conclusa,toscana,https://servizi.patti.regione.toscana.it/star-info/avvisiPubblici?id=191,2026-04-26T15:18:55.692845
"Il progetto in esame è relativo alla realizzazione di un impianto agrivoltaico da 8.687,56 kWp da installarsi su un terreno nel Comune di Borgo Virgilio in provincia di Mantova e relative opere di connessione alla rete. La connessione alla rete elettrica nazionale avverrà in Media Tensione (MT) ad una tensione di 15.000 V. Saranno richieste opere di movimento terra per quanto strettamente necessario per l’eventuale livellamento del terreno, la creazione delle strade bianche permeabili che circon",AGRIVGP SOCIETA' AGRICOLA S.R.L.,Lombardia,,"Borgo Virgilio in provincia di Mantova, relative opere di connessione alla rete",V.E.R. Provinciali,8.68756,concluso,lombardia,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/18079,2026-04-26T15:12:45.059870
Impianto FER agrivoltaico - Comune di Orta Nova (FG) - 47.88 MW,,Puglia,FG,Orta Nova,Puglia VIA FER - agrivoltaico,47.88,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.585304
Impianto FER agrivoltaico - Comune di Cerignola (FG) - 17.57 MW,,Puglia,FG,Cerignola,Puglia VIA FER - agrivoltaico,17.57,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.588251
Impianto FER agrivoltaico - Comune di Troia (FG) - 40 MW,,Puglia,FG,Troia,Puglia VIA FER - agrivoltaico,40.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.736821
Impianto FER agrivoltaico - Comune di Foggia (FG) - 62.45 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,62.45,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.738854
Determinazione del Dirigente Sezione Transizione Energetica n. 194 del 23 Luglio 2025,Asellus S.r.l,Puglia,TA,Avetrana,Autorizzazione Unica,15.575,Autorizzazione Unica - Pubblicato 08 Agosto 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63446,2026-04-26T15:16:59.962585
Determinazione del Dirigente Sezione Transizione Energetica n. 181 del 10 Luglio 2025,W ASCOLI SATRIANO S.r.l,Puglia,FG,,Autorizzazione Unica,90.0,Autorizzazione Unica - Pubblicato 31 Luglio 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63396,2026-04-26T15:16:59.967094
Determinazione del Dirigente Sezione Transizione Energetica n. 113 del 19 Maggio 2025,Whysol-E Sviluppo S.r.l,Puglia,FG,,Autorizzazione Unica,90.0,Autorizzazione Unica - Pubblicato 25 Luglio 2025,sistema_puglia_energia,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63387,2026-04-26T15:16:59.970973
